No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
265,G06F3/0484,3,特定の機能または動作を制御するためのもの，例．オブジェクトや画像または表示されている文字要素の選択や操作，パラメータ値の設定，範囲の選択［２０２２．０１］,"【ＩＰＣタイトル】 for the control of specific functions or operations, e.g. selecting or manipulating an object or an image, setting a parameter value or selecting a range [2013.01] 　CPCのG06F3/0484に対応。 　特定の機能や操作の制御によって特徴付けられるものであって、G06F3/04842～G06F3/0486に当てはまらないものをここに分類する。 ※ 多観点分類を採用しているため、以下の３つの観点それぞれについて検討し、該当するものを付与する。ただし、必ずしも、３観点全てを付与するものではない点に注意すること。 (1) 表示オブジェクトやメタファによって特徴付けられるもの→G06F3/0481～G06F3/0483 (2) 特定の機能や操作の制御によって特徴付けられるもの→G06F3/0484～G06F3/0486 (3) 入力デバイスの特有の性質を利用することによって特徴付けられるもの→G06F3/0487～G06F3/04895",-,5E555
266,G06F3/04842,4,表示されているオブジェクトまたは表示されている文字要素の選択（Ｇ０６Ｆ３／０４８２が優先）［２０２２．０１］,"【ＩＰＣタイトル】 Selection of displayed objects or displayed text elements (G06F3/0482 takes precedence) [2022.01] CPCのG06F3/04842に対応。 改正前のG06F3/0484,120に対応。",-,5E555
267,G06F3/04845,4,画像を操作するためのもの，例．ドラッグ，回転，拡大，色の変更［２０２２．０１］,"【ＩＰＣタイトル】 for image manipulation, e.g. dragging, rotation, expansion or change of colour[2022.01] CPCのG06F3/04845に対応。 改正前のG06F3/0484,150に対応。",-,5E555
268,G06F3/04847,4,パラメータ設定を制御する相互作用技術，例．スライダまたはダイヤルとの相互作用［２０２２．０１］,"【ＩＰＣタイトル】 Interaction techniques to control parameter settings, e.g. interaction with sliders or dials[2022.01] CPCのG06F3/04847に対応。 改正前のG06F3/0484,170に対応。",-,5E555
269,G06F3/0485,4,スクロールまたはパン［２０２２．０１］,【ＩＰＣタイトル】 Scrolling or panning [2022.01] 　CPCのG06F3/0485に対応。,・ローリングまたはスクローリングのためのもの：G09G5/34,5E555
270,G06F3/04855,5,スクロールバーとの相互作用［２０２２．０１］,"【ＩＰＣタイトル】 Interaction with scrollbars [2022.01] CPCのG06F3/04855に対応。 改正前のG06F3/0485,150に対応。",-,5E555
271,G06F3/0486,4,ドラッグ・アンド・ドロップ［２０１３．０１］,【ＩＰＣタイトル】 Drag-and-drop [2013.01] 　CPCのG06F3/0486に対応。,-,5E555
272,G06F3/0487,3,入力デバイスによって提供される特定の特徴を利用するもの，例．２つのセンサを備えたマウスの回転によって制御される機能，または入力デバイスの性質によるもの，例．デジタイザが感知する圧力に基づくタップ動作［２０２２．０１］,"【ＩＰＣタイトル】 using specific features provided by the input device, e.g. functions controlled by the rotation of a mouse with dual sensing arrangements, or of the nature of the input device, e.g. tap gestures based on pressure sensed by a digitiser [2013.01] 　CPCのG06F3/0487に対応。 　入力デバイスの特定の特徴を利用することによって特徴付けられるものであって、G06F3/0488～G06F3/04895に当てはまらないものをここに分類する。 ※ 多観点分類を採用しているため、以下の３つの観点それぞれについて検討し、該当するものを付与する。ただし、必ずしも、３観点全てを付与するものではない点に注意すること。 (1) 表示オブジェクトやメタファによって特徴付けられるもの→G06F3/0481～G06F3/0483 (2) 特定の機能や操作の制御によって特徴付けられるもの→G06F3/0484～G06F3/0486 (3) 入力デバイスの特有の性質を利用することによって特徴付けられるもの→G06F3/0487～G06F3/04895",-,5E555
273,G06F3/0488,4,タッチスクリーンまたはデジタイザを利用するもの，例．追跡されたジェスチャーによるコマンドの入力［２０２２．０１］,"【ＩＰＣタイトル】 using a touch-screen or digitiser, e.g. input of commands through traced gestures [2013.01] 　CPCのG06F3/0488に対応。",-,5E555
274,G06F3/04883,5,手書きによりデータを入力するためのもの，例．ジェスチャーまたは文字［２０２２．０１］,"【ＩＰＣタイトル】 for inputting data by handwriting, e.g. gesture or text [2022.01] CPCのG06F3/04883に対応。 改正前のG06F3/0488,130に対応。",-,5E555
275,G06F3/04886,5,タッチスクリーンの表示領域またはデジタイズ用タブレットの表面を個別に制御可能な領域に分割することによるもの，例．仮想キーボード，メニュー［２０２２．０１］,"【ＩＰＣタイトル】 by partitioning the display area of the touch-screen or the surface of the digitising tablet into independently controllable areas, e.g. virtual keyboards or menus[2022.01] CPCのG06F3/04886に対応。 改正前のG06F3/0488,160に対応。",-,5E555
276,G06F3/0489,4,専用のキーボードのキーまたはそれらの組合せを利用するもの［２０２２．０１］,【ＩＰＣタイトル】 using dedicated keyboard keys or combinations thereof [2022.01] 　CPCのG06F3/0489に対応。,"・特別な用途のキーボード：G06F3/02,460",5E555
277,"G06F3/0489,170",5,表示能力を改善する特別な入力またはコマンド,CPCのG06F3/04897に対応。,-,5E555
278,G06F3/04892,5,ある離散位置から別の離散位置へのカーソルの移動を指示するコードに基づいてカーソルの位置を制御するための装置，例．異なる方向と関連付けられたカーソル制御キーを使用するもの，またはタブキーを使用するもの（座標信号に基づいてカーソルの位置を制御するための装置Ｇ０６Ｆ３／０３８）［２０２２．０１］,"【ＩＰＣタイトル】 Arrangements for controlling cursor position based on codes indicative of cursor displacements from one discrete location to another, e.g. using cursor control keys associated to different directions or using the tab key (arrangements for controlling cursor position based on coordinate signals G06F3/038 ) [2022.01] CPCのG06F3/04892に対応。 改正前のG06F3/0489,120に対応。",-,5E555
279,G06F3/04895,5,キーボードによる入力操作中の案内，例．入力を促すもの［プロンプティング］［２０２２．０１］,"【ＩＰＣタイトル】 Guidance during keyboard input operation, e.g. prompting[2022.01] CPCのG06F3/04895に対応。 改正前のG06F3/0489,150に対応。",-,5E555
280,G06F3/05,1,一定の時間間隔でのアナログ量のサンプリングを用いるデジタル入力　［２００６．０１］,"【ＩＰＣタイトル】 Digital input using the sampling of an analogue quantity at regular intervals of time (sample-and-hold arrangements G11C 27/02) [1, 2006.01] （昔、ＰＣにアナログポートが付いていた時代の過去の技術であるので、新規に付与されることはまず無い。）　コンピュ－タ（ＣＰＵ）で、例えば計測アナログデ－タを処理しようとすると、Ｇ０６ Ｆでのコンピュ－タ（ＣＰＵ）はディジタル信号の処理を前提としているのでそのままで は上記のアナログ信号の処理はできない。そこでこのようなアナログ信号をディジタル信 号に変換する必要が生じるが、その際にコンピュ－タ（ＣＰＵ）の処理と何等かの関係が ある場合に以下のＦＩに付与する。したがって、単にＡ／Ｄ変換をする為にコンピュ－タ （ＣＰＵ）を用いる様な技術は指針にもあるようにここには付与せず、ＨＯ３Ｋ、Ｈ０３ Ｍへ渡す。",-,5B031
281,G06F3/05@A,0,高速化を図るためのもの,-,-,5B031
282,G06F3/05@B,1,並列処理を行うもの,Ａ／Ｄ変換処理の高速化を図る為に複数個のＡ／Ｄ変換器用いてＡ／Ｄ変換処理を並列 的に行う技術。,-,5B031
283,G06F3/05@C,1,バツフアを介するもの,順次入来するアナログデ－タをバッファメモリに蓄積しておき、Ａ／Ｄ変換器の処理速 度が余り早く無くともデ－タが欠落することなく処理できるようにする技術。 　Ａ／Ｄ変換後のディジタルデ－タをバッファメモリに蓄積することで処理速度の向上を 図る技術もここで取り扱う。,-,5B031
284,G06F3/05@D,0,Ｄ／Ａ変換を施してアナログ出力を得るもの,前にも述べた様にＧ０６ＦにおいてＡ／Ｄ変換処理を取り扱うところは３／０５だけで あるので、ここでＡ／Ｄ変換処理と関連の深いＤ／Ａ変換の技術を取り扱う。勿論Ｄ／Ａ 変換器自体（ＣＰＵを用いていても）はＨ０３Ｍへ。,-,5B031
